intervention_id,complaint_id,intervention_type,outcome,time_to_action_hours,recipient_response
INT-001797,CMP-001797,ENDPOINT_WATCH,PARTIAL,41.74,ACTED
INT-001798,CMP-001798,ENDPOINT_WATCH,SUCCESS,37.18,FALSE_POSITIVE
INT-001799,CMP-001799,JURISDICTION_HANDOFF,PARTIAL,19.26,FALSE_POSITIVE
INT-001800,CMP-001800,LIEN_MARK,NO_ACTION,24.9,NOT_ACTED
INT-001801,CMP-001801,ACCOUNT_FREEZE,SUCCESS,5.78,NOT_ACTED
INT-001802,CMP-001802,JURISDICTION_HANDOFF,NO_ACTION,31.74,ACTED
INT-001803,CMP-001803,ACCOUNT_FREEZE,PARTIAL,24.79,ACTED
INT-001804,CMP-001804,ACCOUNT_FREEZE,SUCCESS,11.9,OUT_OF_SCOPE
INT-001805,CMP-001805,LIEN_MARK,PARTIAL,41.7,ACTED
INT-001806,CMP-001806,NO_ACTION,NO_ACTION,47.69,FALSE_POSITIVE
INT-001807,CMP-001807,ENDPOINT_WATCH,NO_ACTION,23.51,FALSE_POSITIVE
INT-001808,CMP-001808,JURISDICTION_HANDOFF,SUCCESS,35.35,ACTED
INT-001809,CMP-001809,ACCOUNT_FREEZE,SUCCESS,7.48,ALREADY_ACTIONED
INT-001810,CMP-001810,ACCOUNT_FREEZE,SUCCESS,45.44,NOT_ACTED
INT-001811,CMP-001811,ENDPOINT_WATCH,SUCCESS,47.76,ACTED
INT-001812,CMP-001812,NO_ACTION,NO_ACTION,25.7,ALREADY_ACTIONED
INT-001813,CMP-001813,NO_ACTION,SUCCESS,6.77,ACTED
INT-001814,CMP-001814,NO_ACTION,NO_ACTION,44.12,NOT_ACTED
INT-001815,CMP-001815,JURISDICTION_HANDOFF,SUCCESS,13.8,ACTED
INT-001816,CMP-001816,LIEN_MARK,NO_ACTION,19.79,ACTED
INT-001817,CMP-001817,JURISDICTION_HANDOFF,PARTIAL,32.14,ACTED
INT-001818,CMP-001818,NO_ACTION,SUCCESS,9.58,OUT_OF_SCOPE
INT-001819,CMP-001819,NO_ACTION,SUCCESS,33.38,FALSE_POSITIVE
INT-001820,CMP-001820,ACCOUNT_FREEZE,SUCCESS,39.89,ACTED
INT-001821,CMP-001821,ENDPOINT_WATCH,SUCCESS,32.58,FALSE_POSITIVE
INT-001822,CMP-001822,LIEN_MARK,NO_ACTION,12.33,ACTED
INT-001823,CMP-001823,LIEN_MARK,SUCCESS,6.88,ACTED
INT-001824,CMP-001824,LIEN_MARK,NO_ACTION,31.78,FALSE_POSITIVE
INT-001825,CMP-001825,ENDPOINT_WATCH,SUCCESS,36.36,ALREADY_ACTIONED
INT-001826,CMP-001826,ACCOUNT_FREEZE,SUCCESS,38.43,ACTED
INT-001827,CMP-001827,ENDPOINT_WATCH,SUCCESS,29.39,ALREADY_ACTIONED
INT-001828,CMP-001828,NO_ACTION,NO_ACTION,45.84,ALREADY_ACTIONED
INT-001829,CMP-001829,LIEN_MARK,SUCCESS,17.75,FALSE_POSITIVE
INT-001830,CMP-001830,LIEN_MARK,SUCCESS,26.45,ACTED
INT-001831,CMP-001831,ACCOUNT_FREEZE,SUCCESS,15.8,ALREADY_ACTIONED
INT-001832,CMP-001832,ENDPOINT_WATCH,NO_ACTION,47.26,ALREADY_ACTIONED
INT-001833,CMP-001833,LIEN_MARK,SUCCESS,4.86,ACTED
INT-001834,CMP-001834,JURISDICTION_HANDOFF,PARTIAL,30.12,NOT_ACTED
INT-001835,CMP-001835,NO_ACTION,SUCCESS,13.07,ALREADY_ACTIONED
INT-001836,CMP-001836,ENDPOINT_WATCH,NO_ACTION,44.45,ACTED
INT-001837,CMP-001837,ACCOUNT_FREEZE,PARTIAL,15.38,FALSE_POSITIVE
INT-001838,CMP-001838,ENDPOINT_WATCH,SUCCESS,3.47,FALSE_POSITIVE
INT-001839,CMP-001839,ENDPOINT_WATCH,SUCCESS,36.65,FALSE_POSITIVE
INT-001840,CMP-001840,JURISDICTION_HANDOFF,SUCCESS,34.32,ACTED
INT-001841,CMP-001841,LIEN_MARK,PARTIAL,42.43,FALSE_POSITIVE
INT-001842,CMP-001842,ACCOUNT_FREEZE,NO_ACTION,20.46,ACTED
INT-001843,CMP-001843,JURISDICTION_HANDOFF,SUCCESS,19.96,ACTED
INT-001844,CMP-001844,ACCOUNT_FREEZE,SUCCESS,44.11,ACTED
INT-001845,CMP-001845,ENDPOINT_WATCH,PARTIAL,25.17,ACTED
INT-001846,CMP-001846,ENDPOINT_WATCH,PARTIAL,22.97,ACTED
INT-001847,CMP-001847,ACCOUNT_FREEZE,PARTIAL,22.32,OUT_OF_SCOPE
INT-001848,CMP-001848,JURISDICTION_HANDOFF,PARTIAL,16.37,ACTED
INT-001849,CMP-001849,JURISDICTION_HANDOFF,SUCCESS,28.91,ACTED
INT-001850,CMP-001850,NO_ACTION,NO_ACTION,28.02,ACTED
INT-001851,CMP-001851,JURISDICTION_HANDOFF,SUCCESS,8.96,NOT_ACTED
INT-001852,CMP-001852,JURISDICTION_HANDOFF,SUCCESS,45.12,ALREADY_ACTIONED
INT-001853,CMP-001853,ENDPOINT_WATCH,NO_ACTION,30.05,NOT_ACTED
INT-001854,CMP-001854,NO_ACTION,NO_ACTION,24.24,ACTED
INT-001855,CMP-001855,JURISDICTION_HANDOFF,NO_ACTION,25.82,ALREADY_ACTIONED
INT-001856,CMP-001856,ACCOUNT_FREEZE,SUCCESS,18.97,ACTED
INT-001857,CMP-001857,ACCOUNT_FREEZE,SUCCESS,37.86,OUT_OF_SCOPE
INT-001858,CMP-001858,JURISDICTION_HANDOFF,PARTIAL,25.69,ACTED
INT-001859,CMP-001859,NO_ACTION,PARTIAL,11.0,OUT_OF_SCOPE
INT-001860,CMP-001860,NO_ACTION,SUCCESS,18.83,ACTED
INT-001861,CMP-001861,NO_ACTION,SUCCESS,8.58,ACTED
INT-001862,CMP-001862,JURISDICTION_HANDOFF,NO_ACTION,37.62,ACTED
INT-001863,CMP-001863,ENDPOINT_WATCH,SUCCESS,42.58,ACTED
INT-001864,CMP-001864,JURISDICTION_HANDOFF,NO_ACTION,23.06,ACTED
INT-001865,CMP-001865,ACCOUNT_FREEZE,NO_ACTION,39.72,NOT_ACTED
INT-001866,CMP-001866,ENDPOINT_WATCH,SUCCESS,20.8,ACTED
INT-001867,CMP-001867,ACCOUNT_FREEZE,PARTIAL,21.59,ACTED
INT-001868,CMP-001868,NO_ACTION,NO_ACTION,18.92,ACTED
INT-001869,CMP-001869,NO_ACTION,SUCCESS,8.21,ACTED
INT-001870,CMP-001870,ENDPOINT_WATCH,SUCCESS,33.24,ALREADY_ACTIONED
INT-001871,CMP-001871,LIEN_MARK,PARTIAL,16.46,ACTED
INT-001872,CMP-001872,LIEN_MARK,SUCCESS,43.67,ACTED
INT-001873,CMP-001873,ENDPOINT_WATCH,SUCCESS,26.68,ACTED
INT-001874,CMP-001874,JURISDICTION_HANDOFF,NO_ACTION,41.56,ACTED
INT-001875,CMP-001875,ENDPOINT_WATCH,SUCCESS,17.27,ACTED
INT-001876,CMP-001876,NO_ACTION,SUCCESS,46.23,FALSE_POSITIVE
INT-001877,CMP-001877,JURISDICTION_HANDOFF,PARTIAL,14.95,OUT_OF_SCOPE
INT-001878,CMP-001878,LIEN_MARK,PARTIAL,30.99,FALSE_POSITIVE
INT-001879,CMP-001879,LIEN_MARK,PARTIAL,3.1,FALSE_POSITIVE
INT-001880,CMP-001880,ACCOUNT_FREEZE,SUCCESS,8.53,NOT_ACTED
INT-001881,CMP-001881,ENDPOINT_WATCH,PARTIAL,43.64,ACTED
INT-001882,CMP-001882,LIEN_MARK,NO_ACTION,39.97,NOT_ACTED
INT-001883,CMP-001883,NO_ACTION,NO_ACTION,37.88,ALREADY_ACTIONED
INT-001884,CMP-001884,LIEN_MARK,SUCCESS,21.69,ACTED
INT-001885,CMP-001885,JURISDICTION_HANDOFF,NO_ACTION,6.24,ACTED
INT-001886,CMP-001886,JURISDICTION_HANDOFF,SUCCESS,42.96,ACTED
INT-001887,CMP-001887,JURISDICTION_HANDOFF,NO_ACTION,19.65,OUT_OF_SCOPE
INT-001888,CMP-001888,NO_ACTION,PARTIAL,5.39,ALREADY_ACTIONED
INT-001889,CMP-001889,ACCOUNT_FREEZE,SUCCESS,9.17,NOT_ACTED
INT-001890,CMP-001890,JURISDICTION_HANDOFF,NO_ACTION,13.19,FALSE_POSITIVE
INT-001891,CMP-001891,ENDPOINT_WATCH,SUCCESS,38.17,FALSE_POSITIVE
INT-001892,CMP-001892,ENDPOINT_WATCH,SUCCESS,18.91,ALREADY_ACTIONED
INT-001893,CMP-001893,JURISDICTION_HANDOFF,SUCCESS,12.19,NOT_ACTED
INT-001894,CMP-001894,ENDPOINT_WATCH,PARTIAL,20.23,ACTED
INT-001895,CMP-001895,NO_ACTION,SUCCESS,19.56,ALREADY_ACTIONED
INT-001896,CMP-001896,ENDPOINT_WATCH,SUCCESS,35.18,ALREADY_ACTIONED
INT-001897,CMP-001897,JURISDICTION_HANDOFF,SUCCESS,31.36,FALSE_POSITIVE
INT-001898,CMP-001898,JURISDICTION_HANDOFF,PARTIAL,11.28,OUT_OF_SCOPE
INT-001899,CMP-001899,LIEN_MARK,PARTIAL,7.16,ACTED
INT-001900,CMP-001900,LIEN_MARK,NO_ACTION,32.69,ACTED
INT-001901,CMP-001901,JURISDICTION_HANDOFF,SUCCESS,5.85,ACTED
INT-001902,CMP-001902,NO_ACTION,SUCCESS,41.99,ALREADY_ACTIONED
INT-001903,CMP-001903,LIEN_MARK,NO_ACTION,37.87,FALSE_POSITIVE
INT-001904,CMP-001904,ACCOUNT_FREEZE,PARTIAL,24.42,ALREADY_ACTIONED
INT-001905,CMP-001905,JURISDICTION_HANDOFF,SUCCESS,25.68,OUT_OF_SCOPE
INT-001906,CMP-001906,JURISDICTION_HANDOFF,NO_ACTION,32.47,NOT_ACTED
INT-001907,CMP-001907,JURISDICTION_HANDOFF,NO_ACTION,14.67,FALSE_POSITIVE
INT-001908,CMP-001908,JURISDICTION_HANDOFF,SUCCESS,27.28,FALSE_POSITIVE
INT-001909,CMP-001909,ENDPOINT_WATCH,SUCCESS,31.41,NOT_ACTED
INT-001910,CMP-001910,NO_ACTION,PARTIAL,39.04,ACTED
INT-001911,CMP-001911,JURISDICTION_HANDOFF,PARTIAL,12.63,NOT_ACTED
INT-001912,CMP-001912,ACCOUNT_FREEZE,SUCCESS,45.27,FALSE_POSITIVE
INT-001913,CMP-001913,ENDPOINT_WATCH,SUCCESS,11.76,NOT_ACTED
INT-001914,CMP-001914,LIEN_MARK,SUCCESS,25.39,NOT_ACTED
INT-001915,CMP-001915,NO_ACTION,NO_ACTION,45.05,ACTED
INT-001916,CMP-001916,LIEN_MARK,SUCCESS,40.23,ACTED
INT-001917,CMP-001917,ACCOUNT_FREEZE,PARTIAL,46.49,ALREADY_ACTIONED
INT-001918,CMP-001918,JURISDICTION_HANDOFF,SUCCESS,24.47,ACTED
INT-001919,CMP-001919,ENDPOINT_WATCH,PARTIAL,39.08,ACTED
INT-001920,CMP-001920,LIEN_MARK,SUCCESS,3.19,ALREADY_ACTIONED
INT-001921,CMP-001921,LIEN_MARK,SUCCESS,15.25,ACTED
INT-001922,CMP-001922,ACCOUNT_FREEZE,SUCCESS,17.91,ACTED
INT-001923,CMP-001923,JURISDICTION_HANDOFF,SUCCESS,12.93,NOT_ACTED
INT-001924,CMP-001924,LIEN_MARK,PARTIAL,41.62,ACTED
INT-001925,CMP-001925,JURISDICTION_HANDOFF,NO_ACTION,42.36,ALREADY_ACTIONED
INT-001926,CMP-001926,NO_ACTION,PARTIAL,18.34,OUT_OF_SCOPE
INT-001927,CMP-001927,ENDPOINT_WATCH,PARTIAL,23.94,NOT_ACTED
INT-001928,CMP-001928,JURISDICTION_HANDOFF,SUCCESS,24.21,ALREADY_ACTIONED
INT-001929,CMP-001929,NO_ACTION,PARTIAL,39.07,ALREADY_ACTIONED
INT-001930,CMP-001930,ACCOUNT_FREEZE,SUCCESS,46.03,NOT_ACTED
INT-001931,CMP-001931,NO_ACTION,PARTIAL,16.49,ACTED
INT-001932,CMP-001932,NO_ACTION,SUCCESS,4.33,OUT_OF_SCOPE
INT-001933,CMP-001933,ENDPOINT_WATCH,PARTIAL,9.69,ACTED
INT-001934,CMP-001934,NO_ACTION,SUCCESS,44.73,ACTED
INT-001935,CMP-001935,JURISDICTION_HANDOFF,SUCCESS,13.15,ALREADY_ACTIONED
INT-001936,CMP-001936,ENDPOINT_WATCH,PARTIAL,5.29,ACTED
INT-001937,CMP-001937,ACCOUNT_FREEZE,SUCCESS,41.14,NOT_ACTED
INT-001938,CMP-001938,NO_ACTION,NO_ACTION,11.21,NOT_ACTED
INT-001939,CMP-001939,NO_ACTION,SUCCESS,12.96,ALREADY_ACTIONED
INT-001940,CMP-001940,LIEN_MARK,NO_ACTION,37.33,NOT_ACTED
INT-001941,CMP-001941,LIEN_MARK,SUCCESS,16.11,ALREADY_ACTIONED
INT-001942,CMP-001942,ACCOUNT_FREEZE,SUCCESS,24.54,NOT_ACTED
INT-001943,CMP-001943,ACCOUNT_FREEZE,PARTIAL,47.84,ACTED
INT-001944,CMP-001944,JURISDICTION_HANDOFF,SUCCESS,7.34,NOT_ACTED
INT-001945,CMP-001945,LIEN_MARK,SUCCESS,9.1,NOT_ACTED
INT-001946,CMP-001946,LIEN_MARK,SUCCESS,32.0,ACTED
INT-001947,CMP-001947,LIEN_MARK,SUCCESS,16.96,ACTED
INT-001948,CMP-001948,JURISDICTION_HANDOFF,PARTIAL,39.77,NOT_ACTED
INT-001949,CMP-001949,LIEN_MARK,SUCCESS,24.04,ACTED
INT-001950,CMP-001950,JURISDICTION_HANDOFF,PARTIAL,25.76,ACTED
INT-001951,CMP-001951,ACCOUNT_FREEZE,PARTIAL,42.04,FALSE_POSITIVE
INT-001952,CMP-001952,JURISDICTION_HANDOFF,SUCCESS,45.01,NOT_ACTED
INT-001953,CMP-001953,LIEN_MARK,PARTIAL,15.57,ACTED
INT-001954,CMP-001954,JURISDICTION_HANDOFF,SUCCESS,36.35,ACTED
INT-001955,CMP-001955,LIEN_MARK,SUCCESS,23.59,NOT_ACTED
INT-001956,CMP-001956,NO_ACTION,PARTIAL,15.57,ACTED
INT-001957,CMP-001957,ENDPOINT_WATCH,NO_ACTION,46.98,ALREADY_ACTIONED
INT-001958,CMP-001958,ACCOUNT_FREEZE,PARTIAL,15.32,NOT_ACTED
INT-001959,CMP-001959,ENDPOINT_WATCH,SUCCESS,23.82,ACTED
INT-001960,CMP-001960,NO_ACTION,SUCCESS,38.28,OUT_OF_SCOPE
INT-001961,CMP-001961,JURISDICTION_HANDOFF,SUCCESS,30.06,ACTED
INT-001962,CMP-001962,NO_ACTION,SUCCESS,24.89,ALREADY_ACTIONED
INT-001963,CMP-001963,JURISDICTION_HANDOFF,SUCCESS,22.02,OUT_OF_SCOPE
INT-001964,CMP-001964,ACCOUNT_FREEZE,SUCCESS,22.66,ACTED
INT-001965,CMP-001965,LIEN_MARK,SUCCESS,40.16,ACTED
INT-001966,CMP-001966,JURISDICTION_HANDOFF,SUCCESS,33.91,NOT_ACTED
INT-001967,CMP-001967,NO_ACTION,SUCCESS,40.02,ACTED
INT-001968,CMP-001968,LIEN_MARK,PARTIAL,7.88,ACTED
INT-001969,CMP-001969,ACCOUNT_FREEZE,PARTIAL,37.19,FALSE_POSITIVE
INT-001970,CMP-001970,LIEN_MARK,NO_ACTION,3.53,ACTED
INT-001971,CMP-001971,ACCOUNT_FREEZE,SUCCESS,14.99,FALSE_POSITIVE
INT-001972,CMP-001972,LIEN_MARK,SUCCESS,36.0,OUT_OF_SCOPE
INT-001973,CMP-001973,JURISDICTION_HANDOFF,SUCCESS,23.29,FALSE_POSITIVE
INT-001974,CMP-001974,LIEN_MARK,SUCCESS,29.7,ACTED
INT-001975,CMP-001975,ACCOUNT_FREEZE,SUCCESS,39.5,OUT_OF_SCOPE
INT-001976,CMP-001976,LIEN_MARK,SUCCESS,3.54,ALREADY_ACTIONED
INT-001977,CMP-001977,ENDPOINT_WATCH,SUCCESS,15.18,ACTED
INT-001978,CMP-001978,ACCOUNT_FREEZE,PARTIAL,22.46,FALSE_POSITIVE
INT-001979,CMP-001979,ACCOUNT_FREEZE,PARTIAL,47.95,NOT_ACTED
INT-001980,CMP-001980,NO_ACTION,NO_ACTION,13.63,ACTED
INT-001981,CMP-001981,LIEN_MARK,NO_ACTION,6.1,NOT_ACTED
INT-001982,CMP-001982,JURISDICTION_HANDOFF,SUCCESS,7.82,ACTED
INT-001983,CMP-001983,LIEN_MARK,SUCCESS,16.33,FALSE_POSITIVE
INT-001984,CMP-001984,LIEN_MARK,SUCCESS,8.67,ACTED
INT-001985,CMP-001985,ACCOUNT_FREEZE,SUCCESS,6.23,ACTED
INT-001986,CMP-001986,ACCOUNT_FREEZE,SUCCESS,7.21,ACTED
INT-001987,CMP-001987,ACCOUNT_FREEZE,PARTIAL,41.76,ACTED
INT-001988,CMP-001988,ACCOUNT_FREEZE,NO_ACTION,29.78,ACTED
INT-001989,CMP-001989,JURISDICTION_HANDOFF,SUCCESS,34.13,ALREADY_ACTIONED
INT-001990,CMP-001990,JURISDICTION_HANDOFF,PARTIAL,40.27,ACTED
INT-001991,CMP-001991,ACCOUNT_FREEZE,NO_ACTION,40.79,ACTED
INT-001992,CMP-001992,ACCOUNT_FREEZE,NO_ACTION,29.82,ACTED
INT-001993,CMP-001993,LIEN_MARK,PARTIAL,15.64,ACTED
INT-001994,CMP-001994,NO_ACTION,SUCCESS,14.46,NOT_ACTED
INT-001995,CMP-001995,ACCOUNT_FREEZE,SUCCESS,36.57,FALSE_POSITIVE
INT-001996,CMP-001996,ENDPOINT_WATCH,NO_ACTION,3.46,ALREADY_ACTIONED
INT-001997,CMP-001997,NO_ACTION,PARTIAL,23.55,ACTED
INT-001998,CMP-001998,ENDPOINT_WATCH,SUCCESS,27.7,ACTED
INT-001999,CMP-001999,NO_ACTION,SUCCESS,7.06,ACTED
INT-002000,CMP-002000,LIEN_MARK,SUCCESS,4.36,NOT_ACTED
INT-002001,CMP-002001,JURISDICTION_HANDOFF,PARTIAL,15.21,NOT_ACTED
INT-002002,CMP-002002,NO_ACTION,NO_ACTION,22.96,NOT_ACTED
INT-002003,CMP-002003,NO_ACTION,SUCCESS,28.74,ACTED
INT-002004,CMP-002004,NO_ACTION,SUCCESS,47.22,NOT_ACTED
INT-002005,CMP-002005,JURISDICTION_HANDOFF,PARTIAL,17.75,ACTED
INT-002006,CMP-002006,ACCOUNT_FREEZE,SUCCESS,29.67,NOT_ACTED
INT-002007,CMP-002007,ENDPOINT_WATCH,SUCCESS,13.95,ACTED
INT-002008,CMP-002008,LIEN_MARK,SUCCESS,41.56,NOT_ACTED
INT-002009,CMP-002009,NO_ACTION,SUCCESS,45.27,FALSE_POSITIVE
INT-002010,CMP-002010,LIEN_MARK,SUCCESS,11.84,ALREADY_ACTIONED
INT-002011,CMP-002011,NO_ACTION,SUCCESS,9.25,ACTED
INT-002012,CMP-002012,ENDPOINT_WATCH,NO_ACTION,22.84,NOT_ACTED
INT-002013,CMP-002013,NO_ACTION,PARTIAL,4.84,NOT_ACTED
INT-002014,CMP-002014,NO_ACTION,SUCCESS,44.63,ACTED
INT-002015,CMP-002015,NO_ACTION,SUCCESS,18.61,ACTED
INT-002016,CMP-002016,LIEN_MARK,SUCCESS,45.94,ALREADY_ACTIONED
INT-002017,CMP-002017,LIEN_MARK,NO_ACTION,10.35,ALREADY_ACTIONED
INT-002018,CMP-002018,JURISDICTION_HANDOFF,PARTIAL,22.14,FALSE_POSITIVE
INT-002019,CMP-002019,ACCOUNT_FREEZE,PARTIAL,27.51,ACTED
INT-002020,CMP-002020,ENDPOINT_WATCH,NO_ACTION,4.22,ACTED
INT-002021,CMP-002021,ACCOUNT_FREEZE,PARTIAL,47.81,OUT_OF_SCOPE
INT-002022,CMP-002022,NO_ACTION,SUCCESS,11.4,FALSE_POSITIVE
INT-002023,CMP-002023,ENDPOINT_WATCH,SUCCESS,21.23,ALREADY_ACTIONED
INT-002024,CMP-002024,LIEN_MARK,PARTIAL,38.25,ACTED
INT-002025,CMP-002025,NO_ACTION,NO_ACTION,27.32,OUT_OF_SCOPE
INT-002026,CMP-002026,ENDPOINT_WATCH,PARTIAL,35.45,ACTED
INT-002027,CMP-002027,ENDPOINT_WATCH,NO_ACTION,31.19,NOT_ACTED
INT-002028,CMP-002028,LIEN_MARK,NO_ACTION,37.72,ACTED
INT-002029,CMP-002029,JURISDICTION_HANDOFF,SUCCESS,8.63,ALREADY_ACTIONED
INT-002030,CMP-002030,NO_ACTION,SUCCESS,35.1,NOT_ACTED
INT-002031,CMP-002031,JURISDICTION_HANDOFF,SUCCESS,29.54,NOT_ACTED
INT-002032,CMP-002032,ENDPOINT_WATCH,NO_ACTION,19.78,FALSE_POSITIVE
INT-002033,CMP-002033,ENDPOINT_WATCH,PARTIAL,35.26,OUT_OF_SCOPE
INT-002034,CMP-002034,ACCOUNT_FREEZE,PARTIAL,44.21,ACTED
INT-002035,CMP-002035,JURISDICTION_HANDOFF,NO_ACTION,18.15,ACTED
INT-002036,CMP-002036,NO_ACTION,SUCCESS,10.19,ACTED
INT-002037,CMP-002037,JURISDICTION_HANDOFF,SUCCESS,10.24,FALSE_POSITIVE
INT-002038,CMP-002038,JURISDICTION_HANDOFF,NO_ACTION,16.22,ACTED
INT-002039,CMP-002039,ENDPOINT_WATCH,PARTIAL,46.68,ALREADY_ACTIONED
INT-002040,CMP-002040,ENDPOINT_WATCH,SUCCESS,45.77,ALREADY_ACTIONED
INT-002041,CMP-002041,LIEN_MARK,PARTIAL,12.18,NOT_ACTED
INT-002042,CMP-002042,JURISDICTION_HANDOFF,PARTIAL,10.6,ACTED
INT-002043,CMP-002043,ACCOUNT_FREEZE,SUCCESS,37.05,ALREADY_ACTIONED
INT-002044,CMP-002044,LIEN_MARK,NO_ACTION,39.38,OUT_OF_SCOPE
INT-002045,CMP-002045,ACCOUNT_FREEZE,SUCCESS,13.59,ACTED
INT-002046,CMP-002046,JURISDICTION_HANDOFF,NO_ACTION,32.84,ALREADY_ACTIONED
INT-002047,CMP-002047,LIEN_MARK,SUCCESS,23.89,ALREADY_ACTIONED
INT-002048,CMP-002048,ENDPOINT_WATCH,SUCCESS,5.48,ALREADY_ACTIONED
INT-002049,CMP-002049,NO_ACTION,NO_ACTION,8.17,ACTED
INT-002050,CMP-002050,LIEN_MARK,PARTIAL,20.21,FALSE_POSITIVE
INT-002051,CMP-002051,ACCOUNT_FREEZE,SUCCESS,18.48,ACTED
INT-002052,CMP-002052,JURISDICTION_HANDOFF,SUCCESS,12.56,NOT_ACTED
INT-002053,CMP-002053,ENDPOINT_WATCH,SUCCESS,47.94,ALREADY_ACTIONED
INT-002054,CMP-002054,ENDPOINT_WATCH,PARTIAL,43.12,ACTED
INT-002055,CMP-002055,ENDPOINT_WATCH,NO_ACTION,18.07,FALSE_POSITIVE
INT-002056,CMP-002056,ENDPOINT_WATCH,PARTIAL,19.92,ACTED
INT-002057,CMP-002057,NO_ACTION,PARTIAL,11.54,ACTED
INT-002058,CMP-002058,ACCOUNT_FREEZE,PARTIAL,28.88,ACTED
INT-002059,CMP-002059,ENDPOINT_WATCH,SUCCESS,35.91,ACTED
INT-002060,CMP-002060,JURISDICTION_HANDOFF,PARTIAL,6.15,ACTED
INT-002061,CMP-002061,ACCOUNT_FREEZE,NO_ACTION,7.32,ACTED
INT-002062,CMP-002062,ACCOUNT_FREEZE,PARTIAL,6.81,ACTED
INT-002063,CMP-002063,ACCOUNT_FREEZE,SUCCESS,42.03,NOT_ACTED
INT-002064,CMP-002064,ACCOUNT_FREEZE,SUCCESS,45.98,OUT_OF_SCOPE
INT-002065,CMP-002065,LIEN_MARK,SUCCESS,8.99,ACTED
INT-002066,CMP-002066,JURISDICTION_HANDOFF,SUCCESS,23.37,ACTED
INT-002067,CMP-002067,ENDPOINT_WATCH,PARTIAL,13.83,ALREADY_ACTIONED
INT-002068,CMP-002068,NO_ACTION,SUCCESS,30.12,FALSE_POSITIVE
INT-002069,CMP-002069,NO_ACTION,SUCCESS,19.24,ALREADY_ACTIONED
INT-002070,CMP-002070,JURISDICTION_HANDOFF,SUCCESS,40.51,ALREADY_ACTIONED
INT-002071,CMP-002071,LIEN_MARK,SUCCESS,47.84,ACTED
INT-002072,CMP-002072,LIEN_MARK,SUCCESS,38.1,ACTED
INT-002073,CMP-002073,ACCOUNT_FREEZE,PARTIAL,43.28,FALSE_POSITIVE
INT-002074,CMP-002074,ACCOUNT_FREEZE,SUCCESS,3.79,NOT_ACTED
INT-002075,CMP-002075,NO_ACTION,NO_ACTION,13.06,ACTED
INT-002076,CMP-002076,LIEN_MARK,PARTIAL,4.7,ACTED
INT-002077,CMP-002077,ACCOUNT_FREEZE,NO_ACTION,29.49,ACTED
INT-002078,CMP-002078,ACCOUNT_FREEZE,SUCCESS,21.9,ALREADY_ACTIONED
INT-002079,CMP-002079,LIEN_MARK,NO_ACTION,21.18,NOT_ACTED
INT-002080,CMP-002080,JURISDICTION_HANDOFF,SUCCESS,27.25,NOT_ACTED
INT-002081,CMP-002081,ACCOUNT_FREEZE,SUCCESS,27.26,NOT_ACTED
INT-002082,CMP-002082,ACCOUNT_FREEZE,SUCCESS,14.64,FALSE_POSITIVE
INT-002083,CMP-002083,ACCOUNT_FREEZE,SUCCESS,11.43,ACTED
INT-002084,CMP-002084,ACCOUNT_FREEZE,PARTIAL,36.2,OUT_OF_SCOPE
INT-002085,CMP-002085,JURISDICTION_HANDOFF,SUCCESS,8.44,ACTED
INT-002086,CMP-002086,JURISDICTION_HANDOFF,SUCCESS,10.72,ACTED
INT-002087,CMP-002087,ENDPOINT_WATCH,NO_ACTION,12.61,ALREADY_ACTIONED
INT-002088,CMP-002088,ACCOUNT_FREEZE,PARTIAL,14.65,NOT_ACTED
INT-002089,CMP-002089,ENDPOINT_WATCH,NO_ACTION,18.43,ACTED
INT-002090,CMP-002090,NO_ACTION,SUCCESS,7.09,NOT_ACTED
INT-002091,CMP-002091,ENDPOINT_WATCH,NO_ACTION,23.77,NOT_ACTED
INT-002092,CMP-002092,LIEN_MARK,NO_ACTION,34.39,OUT_OF_SCOPE
INT-002093,CMP-002093,ACCOUNT_FREEZE,SUCCESS,27.39,ACTED
INT-002094,CMP-002094,ACCOUNT_FREEZE,PARTIAL,7.29,FALSE_POSITIVE
INT-002095,CMP-002095,JURISDICTION_HANDOFF,NO_ACTION,20.84,ACTED
INT-002096,CMP-002096,LIEN_MARK,NO_ACTION,36.84,ACTED
INT-002097,CMP-002097,ENDPOINT_WATCH,NO_ACTION,45.24,FALSE_POSITIVE
INT-002098,CMP-002098,NO_ACTION,PARTIAL,32.22,ACTED
INT-002099,CMP-002099,ENDPOINT_WATCH,PARTIAL,19.03,ALREADY_ACTIONED
INT-002100,CMP-002100,ACCOUNT_FREEZE,SUCCESS,23.65,NOT_ACTED
INT-002101,CMP-002101,NO_ACTION,SUCCESS,28.83,ALREADY_ACTIONED
INT-002102,CMP-002102,ACCOUNT_FREEZE,SUCCESS,31.37,NOT_ACTED
INT-002103,CMP-002103,ACCOUNT_FREEZE,PARTIAL,26.98,ALREADY_ACTIONED
INT-002104,CMP-002104,LIEN_MARK,SUCCESS,39.66,FALSE_POSITIVE
INT-002105,CMP-002105,LIEN_MARK,NO_ACTION,34.34,NOT_ACTED
INT-002106,CMP-002106,LIEN_MARK,PARTIAL,20.25,ACTED
INT-002107,CMP-002107,ACCOUNT_FREEZE,SUCCESS,46.63,FALSE_POSITIVE
INT-002108,CMP-002108,LIEN_MARK,SUCCESS,30.39,ACTED
