entity_id,entity_type,state,external_ref,linked_entity_count,synthetic_risk_seed
ENT-002083,MERCHANT,Rajasthan,ENT-REF-225330,8,0.2574
ENT-002084,PHONE,Karnataka,ENT-REF-190101,46,0.2508
ENT-002085,MERCHANT,Uttar Pradesh,ENT-REF-604639,45,0.0879
ENT-002086,WALLET,Karnataka,ENT-REF-542286,59,0.3616
ENT-002087,DEVICE,West Bengal,ENT-REF-122244,47,0.0756
ENT-002088,DEVICE,Rajasthan,ENT-REF-155397,70,0.1703
ENT-002089,DEVICE,Telangana,ENT-REF-217653,26,0.0128
ENT-002090,PHONE,Rajasthan,ENT-REF-421392,41,0.0991
ENT-002091,WALLET,Uttar Pradesh,ENT-REF-878435,55,0.0945
ENT-002092,PHONE,Delhi,ENT-REF-221036,15,0.1851
ENT-002093,PHONE,Delhi,ENT-REF-853278,60,0.1927
ENT-002094,BENEFICIARY,Karnataka,ENT-REF-787454,42,0.3227
ENT-002095,DEVICE,Delhi,ENT-REF-441613,7,0.0461
ENT-002096,PHONE,Maharashtra,ENT-REF-283722,53,0.1731
ENT-002097,MERCHANT,West Bengal,ENT-REF-325901,77,0.3667
ENT-002098,BENEFICIARY,Maharashtra,ENT-REF-642814,2,0.0609
ENT-002099,ACCOUNT,Bihar,ENT-REF-989041,33,0.1916
ENT-002100,ACCOUNT,Bihar,ENT-REF-181645,39,0.1442
ENT-002101,BENEFICIARY,Karnataka,ENT-REF-233443,67,0.0531
ENT-002102,ACCOUNT,Uttar Pradesh,ENT-REF-906047,26,0.1
ENT-002103,ACCOUNT,Maharashtra,ENT-REF-819660,77,0.0314
ENT-002104,ACCOUNT,Madhya Pradesh,ENT-REF-316055,63,0.0331
ENT-002105,BENEFICIARY,Tamil Nadu,ENT-REF-171749,60,0.0753
ENT-002106,ACCOUNT,Madhya Pradesh,ENT-REF-696248,25,0.0321
ENT-002107,BENEFICIARY,Delhi,ENT-REF-281067,25,0.1632
ENT-002108,ACCOUNT,Tamil Nadu,ENT-REF-922509,75,0.0339
ENT-002109,DEVICE,Telangana,ENT-REF-871599,5,0.3523
ENT-002110,ACCOUNT,Maharashtra,ENT-REF-901500,52,0.268
ENT-002111,WALLET,Bihar,ENT-REF-441031,48,0.3277
ENT-002112,PHONE,Maharashtra,ENT-REF-974775,70,0.0079
ENT-002113,BENEFICIARY,Karnataka,ENT-REF-669852,4,0.0926
ENT-002114,WALLET,Bihar,ENT-REF-396018,2,0.219
ENT-002115,MERCHANT,Maharashtra,ENT-REF-650574,71,0.054
ENT-002116,BENEFICIARY,Madhya Pradesh,ENT-REF-906722,60,0.0314
ENT-002117,ACCOUNT,Madhya Pradesh,ENT-REF-747115,44,0.3138
ENT-002118,ACCOUNT,Tamil Nadu,ENT-REF-902991,67,0.0423
ENT-002119,WALLET,Bihar,ENT-REF-901955,17,0.1305
ENT-002120,ACCOUNT,Delhi,ENT-REF-463619,77,0.207
ENT-002121,ACCOUNT,Rajasthan,ENT-REF-628275,28,0.1528
ENT-002122,WALLET,Rajasthan,ENT-REF-677661,57,0.0219
ENT-002123,MERCHANT,Bihar,ENT-REF-499189,60,0.3402
ENT-002124,DEVICE,Madhya Pradesh,ENT-REF-644907,23,0.2466
ENT-002125,WALLET,Bihar,ENT-REF-169730,3,0.3305
ENT-002126,PHONE,Tamil Nadu,ENT-REF-375781,49,0.2211
ENT-002127,MERCHANT,West Bengal,ENT-REF-618555,32,0.4149
ENT-002128,PHONE,Karnataka,ENT-REF-279887,35,0.008
ENT-002129,DEVICE,Tamil Nadu,ENT-REF-675870,58,0.0696
ENT-002130,WALLET,Karnataka,ENT-REF-470539,14,0.1395
ENT-002131,MERCHANT,Uttar Pradesh,ENT-REF-410593,13,0.1844
ENT-002132,ACCOUNT,Bihar,ENT-REF-865951,75,0.0338
ENT-002133,DEVICE,Uttar Pradesh,ENT-REF-481258,27,0.0506
ENT-002134,DEVICE,Uttar Pradesh,ENT-REF-957753,13,0.0337
ENT-002135,ACCOUNT,Rajasthan,ENT-REF-678338,1,0.0314
ENT-002136,DEVICE,Delhi,ENT-REF-281602,75,0.1032
ENT-002137,DEVICE,Karnataka,ENT-REF-270103,29,0.3092
ENT-002138,DEVICE,West Bengal,ENT-REF-358060,66,0.0484
ENT-002139,DEVICE,Maharashtra,ENT-REF-150518,65,0.1172
ENT-002140,MERCHANT,Maharashtra,ENT-REF-739722,63,0.1711
ENT-002141,ACCOUNT,Rajasthan,ENT-REF-914120,24,0.1942
ENT-002142,ACCOUNT,Uttar Pradesh,ENT-REF-974732,37,0.0956
ENT-002143,PHONE,Madhya Pradesh,ENT-REF-456903,77,0.1638
ENT-002144,ACCOUNT,Telangana,ENT-REF-840318,75,0.2369
ENT-002145,MERCHANT,West Bengal,ENT-REF-897101,29,0.1716
ENT-002146,WALLET,Uttar Pradesh,ENT-REF-179049,59,0.5176
ENT-002147,PHONE,Tamil Nadu,ENT-REF-627893,9,0.1833
ENT-002148,BENEFICIARY,Bihar,ENT-REF-245671,39,0.0758
ENT-002149,PHONE,Tamil Nadu,ENT-REF-551173,72,0.2516
ENT-002150,DEVICE,Telangana,ENT-REF-499069,22,0.1507
ENT-002151,PHONE,Karnataka,ENT-REF-972428,45,0.2414
ENT-002152,ACCOUNT,Telangana,ENT-REF-668351,44,0.0533
ENT-002153,ACCOUNT,West Bengal,ENT-REF-622048,20,0.1677
ENT-002154,PHONE,Delhi,ENT-REF-672011,26,0.1832
ENT-002155,BENEFICIARY,Telangana,ENT-REF-129799,8,0.0348
ENT-002156,ACCOUNT,Uttar Pradesh,ENT-REF-252009,21,0.1576
ENT-002157,ACCOUNT,Maharashtra,ENT-REF-503727,41,0.3083
ENT-002158,MERCHANT,Karnataka,ENT-REF-771332,68,0.0537
ENT-002159,ACCOUNT,West Bengal,ENT-REF-248560,11,0.0503
ENT-002160,WALLET,Rajasthan,ENT-REF-819462,18,0.049
ENT-002161,BENEFICIARY,Madhya Pradesh,ENT-REF-531626,53,0.0198
ENT-002162,ACCOUNT,Bihar,ENT-REF-149904,11,0.2953
ENT-002163,ACCOUNT,West Bengal,ENT-REF-373108,52,0.3529
ENT-002164,PHONE,Rajasthan,ENT-REF-664545,56,0.0577
ENT-002165,MERCHANT,Rajasthan,ENT-REF-401554,41,0.0827
ENT-002166,WALLET,Bihar,ENT-REF-920376,34,0.2544
ENT-002167,ACCOUNT,Delhi,ENT-REF-262464,61,0.2567
ENT-002168,ACCOUNT,Tamil Nadu,ENT-REF-153742,57,0.2399
ENT-002169,ACCOUNT,Madhya Pradesh,ENT-REF-266493,60,0.2175
ENT-002170,DEVICE,Rajasthan,ENT-REF-138673,13,0.057
ENT-002171,PHONE,Madhya Pradesh,ENT-REF-262548,38,0.0851
ENT-002172,WALLET,Rajasthan,ENT-REF-195997,57,0.3569
ENT-002173,ACCOUNT,Rajasthan,ENT-REF-909195,68,0.1608
ENT-002174,DEVICE,Madhya Pradesh,ENT-REF-453093,20,0.2402
ENT-002175,DEVICE,Delhi,ENT-REF-846372,45,0.2175
ENT-002176,WALLET,Bihar,ENT-REF-462994,67,0.2595
ENT-002177,PHONE,Telangana,ENT-REF-420624,78,0.0593
ENT-002178,PHONE,Tamil Nadu,ENT-REF-618798,23,0.0648
ENT-002179,WALLET,Telangana,ENT-REF-867543,64,0.1254
ENT-002180,ACCOUNT,Tamil Nadu,ENT-REF-819490,1,0.2578
ENT-002181,MERCHANT,Tamil Nadu,ENT-REF-537784,27,0.2015
ENT-002182,BENEFICIARY,Karnataka,ENT-REF-508206,53,0.0801
ENT-002183,BENEFICIARY,Tamil Nadu,ENT-REF-398691,28,0.1436
ENT-002184,ACCOUNT,Rajasthan,ENT-REF-867873,77,0.1947
ENT-002185,PHONE,Telangana,ENT-REF-370278,62,0.249
ENT-002186,WALLET,West Bengal,ENT-REF-452298,21,0.4309
ENT-002187,ACCOUNT,Telangana,ENT-REF-917344,25,0.0382
ENT-002188,PHONE,Telangana,ENT-REF-672999,16,0.2079
ENT-002189,DEVICE,Bihar,ENT-REF-403352,1,0.1971
ENT-002190,MERCHANT,West Bengal,ENT-REF-577923,25,0.1663
ENT-002191,DEVICE,Uttar Pradesh,ENT-REF-942699,15,0.3546
ENT-002192,MERCHANT,Uttar Pradesh,ENT-REF-459195,64,0.265
ENT-002193,ACCOUNT,Madhya Pradesh,ENT-REF-486792,18,0.1959
ENT-002194,PHONE,Bihar,ENT-REF-732827,23,0.1919
ENT-002195,ACCOUNT,Maharashtra,ENT-REF-753269,7,0.064
ENT-002196,ACCOUNT,Maharashtra,ENT-REF-883562,67,0.116
ENT-002197,WALLET,Rajasthan,ENT-REF-753482,31,0.0386
ENT-002198,ACCOUNT,Tamil Nadu,ENT-REF-924885,60,0.0433
ENT-002199,ACCOUNT,Bihar,ENT-REF-349322,57,0.1295
ENT-002200,BENEFICIARY,West Bengal,ENT-REF-518435,57,0.0265
ENT-002201,BENEFICIARY,Bihar,ENT-REF-351507,48,0.2849
ENT-002202,BENEFICIARY,Tamil Nadu,ENT-REF-850673,64,0.2314
ENT-002203,ACCOUNT,Tamil Nadu,ENT-REF-210532,52,0.4342
ENT-002204,DEVICE,Maharashtra,ENT-REF-641172,47,0.292
ENT-002205,DEVICE,Madhya Pradesh,ENT-REF-337324,16,0.3172
ENT-002206,WALLET,Rajasthan,ENT-REF-299668,26,0.0688
ENT-002207,PHONE,Tamil Nadu,ENT-REF-917901,60,0.067
ENT-002208,WALLET,Madhya Pradesh,ENT-REF-743376,34,0.0535
ENT-002209,WALLET,West Bengal,ENT-REF-388332,33,0.1535
ENT-002210,ACCOUNT,Madhya Pradesh,ENT-REF-988352,66,0.0889
ENT-002211,DEVICE,Karnataka,ENT-REF-400107,11,0.0488
ENT-002212,ACCOUNT,Rajasthan,ENT-REF-441700,5,0.3607
ENT-002213,ACCOUNT,Tamil Nadu,ENT-REF-889535,78,0.0301
ENT-002214,ACCOUNT,Bihar,ENT-REF-510039,52,0.0265
ENT-002215,WALLET,Bihar,ENT-REF-996603,37,0.1724
ENT-002216,BENEFICIARY,Bihar,ENT-REF-215248,2,0.1717
ENT-002217,MERCHANT,West Bengal,ENT-REF-500967,31,0.0471
ENT-002218,BENEFICIARY,Bihar,ENT-REF-392304,28,0.0317
ENT-002219,ACCOUNT,Madhya Pradesh,ENT-REF-988677,20,0.234
ENT-002220,ACCOUNT,Bihar,ENT-REF-596275,13,0.0881
ENT-002221,PHONE,Delhi,ENT-REF-883515,23,0.1609
ENT-002222,DEVICE,Uttar Pradesh,ENT-REF-571978,18,0.2307
ENT-002223,MERCHANT,Rajasthan,ENT-REF-304326,52,0.281
ENT-002224,MERCHANT,Telangana,ENT-REF-261008,6,0.0857
ENT-002225,WALLET,Rajasthan,ENT-REF-885872,63,0.2248
ENT-002226,ACCOUNT,West Bengal,ENT-REF-242972,25,0.4711
ENT-002227,BENEFICIARY,Karnataka,ENT-REF-324116,53,0.1436
ENT-002228,PHONE,Telangana,ENT-REF-303055,54,0.3641
ENT-002229,ACCOUNT,Delhi,ENT-REF-719027,40,0.2276
ENT-002230,ACCOUNT,Tamil Nadu,ENT-REF-520403,36,0.0441
ENT-002231,PHONE,Tamil Nadu,ENT-REF-114317,20,0.2673
ENT-002232,DEVICE,Delhi,ENT-REF-908149,44,0.0337
ENT-002233,WALLET,Delhi,ENT-REF-912675,60,0.184
ENT-002234,BENEFICIARY,Bihar,ENT-REF-302909,36,0.096
ENT-002235,PHONE,Bihar,ENT-REF-562086,29,0.0425
ENT-002236,BENEFICIARY,Telangana,ENT-REF-115527,60,0.1297
ENT-002237,PHONE,Bihar,ENT-REF-249804,13,0.3232
ENT-002238,ACCOUNT,Karnataka,ENT-REF-800719,67,0.1832
ENT-002239,BENEFICIARY,Madhya Pradesh,ENT-REF-786820,24,0.1934
ENT-002240,BENEFICIARY,Bihar,ENT-REF-713307,71,0.1095
ENT-002241,PHONE,Maharashtra,ENT-REF-398060,50,0.273
ENT-002242,BENEFICIARY,Maharashtra,ENT-REF-250999,54,0.0803
ENT-002243,BENEFICIARY,Rajasthan,ENT-REF-420516,49,0.2817
ENT-002244,ACCOUNT,Delhi,ENT-REF-141204,27,0.0244
ENT-002245,MERCHANT,Delhi,ENT-REF-243154,30,0.0213
ENT-002246,MERCHANT,Maharashtra,ENT-REF-717588,34,0.2654
ENT-002247,MERCHANT,Rajasthan,ENT-REF-390364,47,0.1535
ENT-002248,WALLET,Madhya Pradesh,ENT-REF-867385,25,0.0466
ENT-002249,PHONE,Bihar,ENT-REF-879138,74,0.0881
ENT-002250,PHONE,Uttar Pradesh,ENT-REF-896726,77,0.1838
ENT-002251,DEVICE,Maharashtra,ENT-REF-742518,14,0.1427
ENT-002252,DEVICE,Karnataka,ENT-REF-666129,17,0.3593
ENT-002253,ACCOUNT,West Bengal,ENT-REF-727187,13,0.0018
ENT-002254,DEVICE,Uttar Pradesh,ENT-REF-131996,75,0.4267
ENT-002255,PHONE,Maharashtra,ENT-REF-301121,15,0.0928
ENT-002256,BENEFICIARY,West Bengal,ENT-REF-412967,39,0.1529
ENT-002257,DEVICE,Madhya Pradesh,ENT-REF-848917,16,0.3233
ENT-002258,BENEFICIARY,Bihar,ENT-REF-441345,17,0.1679
ENT-002259,BENEFICIARY,Karnataka,ENT-REF-841578,34,0.2509
ENT-002260,DEVICE,Maharashtra,ENT-REF-155374,25,0.0165
ENT-002261,ACCOUNT,Maharashtra,ENT-REF-552749,32,0.5747
ENT-002262,DEVICE,Bihar,ENT-REF-754905,67,0.0303
ENT-002263,ACCOUNT,Rajasthan,ENT-REF-725118,15,0.0174
ENT-002264,ACCOUNT,Delhi,ENT-REF-407539,60,0.1703
ENT-002265,ACCOUNT,Madhya Pradesh,ENT-REF-621048,27,0.0862
ENT-002266,ACCOUNT,Delhi,ENT-REF-567708,53,0.2072
ENT-002267,MERCHANT,Maharashtra,ENT-REF-112387,20,0.0667
ENT-002268,BENEFICIARY,Tamil Nadu,ENT-REF-908292,30,0.0218
ENT-002269,ACCOUNT,Delhi,ENT-REF-568017,26,0.1607
ENT-002270,DEVICE,Karnataka,ENT-REF-497977,14,0.0749
ENT-002271,MERCHANT,Karnataka,ENT-REF-506549,72,0.3413
ENT-002272,BENEFICIARY,Uttar Pradesh,ENT-REF-436842,13,0.0794
ENT-002273,PHONE,Maharashtra,ENT-REF-539332,38,0.0809
ENT-002274,ACCOUNT,Bihar,ENT-REF-450086,64,0.1427
ENT-002275,ACCOUNT,Tamil Nadu,ENT-REF-540387,9,0.0247
ENT-002276,PHONE,Karnataka,ENT-REF-347462,73,0.3706
ENT-002277,PHONE,Tamil Nadu,ENT-REF-210448,32,0.1815
ENT-002278,DEVICE,Bihar,ENT-REF-846599,60,0.3248
ENT-002279,WALLET,Telangana,ENT-REF-838983,57,0.3589
ENT-002280,DEVICE,Uttar Pradesh,ENT-REF-352950,49,0.0397
ENT-002281,WALLET,Madhya Pradesh,ENT-REF-192667,77,0.3025
ENT-002282,ACCOUNT,Telangana,ENT-REF-250453,76,0.234
ENT-002283,WALLET,Bihar,ENT-REF-472916,43,0.3123
ENT-002284,PHONE,Rajasthan,ENT-REF-720969,45,0.1081
ENT-002285,WALLET,Delhi,ENT-REF-456854,46,0.4352
ENT-002286,PHONE,Delhi,ENT-REF-486866,39,0.1028
ENT-002287,ACCOUNT,Tamil Nadu,ENT-REF-707625,34,0.0898
ENT-002288,DEVICE,Delhi,ENT-REF-808203,8,0.1603
ENT-002289,PHONE,Maharashtra,ENT-REF-915116,10,0.1014
ENT-002290,MERCHANT,Telangana,ENT-REF-955478,17,0.0847
ENT-002291,ACCOUNT,Maharashtra,ENT-REF-881685,26,0.1937
ENT-002292,BENEFICIARY,Karnataka,ENT-REF-463396,36,0.3772
ENT-002293,PHONE,Uttar Pradesh,ENT-REF-843434,78,0.057
ENT-002294,ACCOUNT,Karnataka,ENT-REF-312287,29,0.5387
ENT-002295,ACCOUNT,Delhi,ENT-REF-847798,8,0.1096
ENT-002296,BENEFICIARY,Delhi,ENT-REF-378190,56,0.0306
ENT-002297,BENEFICIARY,Rajasthan,ENT-REF-894461,42,0.2604
ENT-002298,ACCOUNT,Madhya Pradesh,ENT-REF-494312,34,0.025
ENT-002299,MERCHANT,Maharashtra,ENT-REF-465818,7,0.25
ENT-002300,PHONE,Karnataka,ENT-REF-975313,58,0.193
ENT-002301,BENEFICIARY,Karnataka,ENT-REF-802828,68,0.1394
ENT-002302,ACCOUNT,Rajasthan,ENT-REF-575810,67,0.0733
ENT-002303,ACCOUNT,Tamil Nadu,ENT-REF-802849,23,0.2786
ENT-002304,PHONE,Karnataka,ENT-REF-114331,47,0.133
ENT-002305,PHONE,Bihar,ENT-REF-399880,52,0.227
ENT-002306,DEVICE,Telangana,ENT-REF-668631,43,0.051
ENT-002307,PHONE,Bihar,ENT-REF-268244,65,0.1081
ENT-002308,BENEFICIARY,Madhya Pradesh,ENT-REF-406828,41,0.1448
ENT-002309,ACCOUNT,Uttar Pradesh,ENT-REF-331074,49,0.0294
ENT-002310,PHONE,Maharashtra,ENT-REF-103677,16,0.0382
ENT-002311,ACCOUNT,Maharashtra,ENT-REF-865142,69,0.2711
ENT-002312,DEVICE,Karnataka,ENT-REF-332118,50,0.2863
ENT-002313,ACCOUNT,Delhi,ENT-REF-866832,18,0.1019
ENT-002314,DEVICE,Tamil Nadu,ENT-REF-354856,33,0.1181
ENT-002315,DEVICE,Rajasthan,ENT-REF-894678,50,0.1822
ENT-002316,ACCOUNT,Tamil Nadu,ENT-REF-197043,22,0.0515
ENT-002317,ACCOUNT,Telangana,ENT-REF-682798,20,0.2151
ENT-002318,ACCOUNT,Bihar,ENT-REF-383005,67,0.2488
ENT-002319,ACCOUNT,Telangana,ENT-REF-185439,15,0.1531
ENT-002320,WALLET,Tamil Nadu,ENT-REF-420800,50,0.0229
ENT-002321,ACCOUNT,Rajasthan,ENT-REF-433900,63,0.5478
ENT-002322,ACCOUNT,Delhi,ENT-REF-300444,26,0.0746
ENT-002323,ACCOUNT,Madhya Pradesh,ENT-REF-479418,72,0.265
ENT-002324,PHONE,Maharashtra,ENT-REF-270963,58,0.1313
ENT-002325,BENEFICIARY,West Bengal,ENT-REF-781518,33,0.0625
ENT-002326,PHONE,Madhya Pradesh,ENT-REF-789794,31,0.0572
ENT-002327,PHONE,Delhi,ENT-REF-210297,57,0.3096
ENT-002328,PHONE,Maharashtra,ENT-REF-324433,60,0.1528
ENT-002329,BENEFICIARY,Uttar Pradesh,ENT-REF-751373,49,0.2334
ENT-002330,DEVICE,West Bengal,ENT-REF-763726,76,0.1653
ENT-002331,PHONE,Rajasthan,ENT-REF-570777,13,0.374
ENT-002332,ACCOUNT,Karnataka,ENT-REF-173684,30,0.357
ENT-002333,PHONE,Delhi,ENT-REF-508289,5,0.0698
ENT-002334,ACCOUNT,Rajasthan,ENT-REF-945718,58,0.2784
ENT-002335,ACCOUNT,Maharashtra,ENT-REF-296005,67,0.0905
ENT-002336,ACCOUNT,Telangana,ENT-REF-216578,34,0.0351
ENT-002337,DEVICE,Madhya Pradesh,ENT-REF-650245,32,0.5797
ENT-002338,DEVICE,West Bengal,ENT-REF-136814,54,0.1733
ENT-002339,ACCOUNT,Karnataka,ENT-REF-616749,42,0.1798
ENT-002340,BENEFICIARY,Rajasthan,ENT-REF-710416,41,0.1593
ENT-002341,BENEFICIARY,Bihar,ENT-REF-484781,22,0.2466
ENT-002342,BENEFICIARY,Maharashtra,ENT-REF-623773,23,0.267
ENT-002343,WALLET,West Bengal,ENT-REF-950243,60,0.0176
ENT-002344,DEVICE,Telangana,ENT-REF-132382,40,0.154
ENT-002345,ACCOUNT,Telangana,ENT-REF-998330,23,0.2533
ENT-002346,BENEFICIARY,Rajasthan,ENT-REF-554003,10,0.1759
ENT-002347,PHONE,Maharashtra,ENT-REF-855050,53,0.2898
ENT-002348,PHONE,Uttar Pradesh,ENT-REF-172656,52,0.0502
ENT-002349,ACCOUNT,Delhi,ENT-REF-391739,17,0.3494
ENT-002350,WALLET,Madhya Pradesh,ENT-REF-638767,33,0.0817
ENT-002351,PHONE,Rajasthan,ENT-REF-316986,47,0.1526
ENT-002352,PHONE,Rajasthan,ENT-REF-667725,40,0.4794
ENT-002353,DEVICE,West Bengal,ENT-REF-532516,24,0.1162
ENT-002354,ACCOUNT,Bihar,ENT-REF-826469,23,0.4043
ENT-002355,DEVICE,Rajasthan,ENT-REF-716034,51,0.4242
ENT-002356,ACCOUNT,Delhi,ENT-REF-539379,79,0.1022
ENT-002357,DEVICE,Madhya Pradesh,ENT-REF-663020,22,0.3556
ENT-002358,WALLET,Uttar Pradesh,ENT-REF-368148,18,0.1664
ENT-002359,BENEFICIARY,Maharashtra,ENT-REF-374331,5,0.0151
ENT-002360,MERCHANT,Maharashtra,ENT-REF-937726,38,0.2113
ENT-002361,ACCOUNT,Maharashtra,ENT-REF-307006,57,0.421
ENT-002362,MERCHANT,Tamil Nadu,ENT-REF-966635,13,0.1022
ENT-002363,DEVICE,Karnataka,ENT-REF-270834,64,0.487
ENT-002364,DEVICE,West Bengal,ENT-REF-549918,59,0.1104
ENT-002365,ACCOUNT,Delhi,ENT-REF-596011,63,0.127
ENT-002366,ACCOUNT,Uttar Pradesh,ENT-REF-943790,42,0.3313
ENT-002367,ACCOUNT,Delhi,ENT-REF-701369,77,0.2486
ENT-002368,MERCHANT,Karnataka,ENT-REF-540698,23,0.0728
ENT-002369,ACCOUNT,Madhya Pradesh,ENT-REF-626191,50,0.0446
ENT-002370,DEVICE,Karnataka,ENT-REF-663508,33,0.1213
ENT-002371,PHONE,Madhya Pradesh,ENT-REF-296663,79,0.1221
ENT-002372,PHONE,Maharashtra,ENT-REF-849964,44,0.1979
ENT-002373,DEVICE,Maharashtra,ENT-REF-145346,77,0.3675
ENT-002374,DEVICE,West Bengal,ENT-REF-168586,52,0.109
ENT-002375,ACCOUNT,Maharashtra,ENT-REF-126055,56,0.0912
ENT-002376,ACCOUNT,Rajasthan,ENT-REF-594633,75,0.1311
ENT-002377,PHONE,Bihar,ENT-REF-895322,58,0.2883
ENT-002378,ACCOUNT,Uttar Pradesh,ENT-REF-399011,20,0.2198
ENT-002379,PHONE,Tamil Nadu,ENT-REF-545469,54,0.253
ENT-002380,ACCOUNT,West Bengal,ENT-REF-341035,72,0.2081
ENT-002381,ACCOUNT,Uttar Pradesh,ENT-REF-850023,24,0.398
ENT-002382,BENEFICIARY,Delhi,ENT-REF-801696,47,0.1334
ENT-002383,ACCOUNT,Uttar Pradesh,ENT-REF-632789,11,0.196
ENT-002384,ACCOUNT,Bihar,ENT-REF-260099,37,0.1076
ENT-002385,ACCOUNT,Uttar Pradesh,ENT-REF-208765,58,0.0686
ENT-002386,DEVICE,West Bengal,ENT-REF-160814,37,0.3182
ENT-002387,PHONE,Uttar Pradesh,ENT-REF-466869,33,0.1121
ENT-002388,ACCOUNT,Tamil Nadu,ENT-REF-109990,46,0.1602
ENT-002389,WALLET,West Bengal,ENT-REF-422209,21,0.026
ENT-002390,BENEFICIARY,Bihar,ENT-REF-977611,49,0.3695
ENT-002391,ACCOUNT,Madhya Pradesh,ENT-REF-269174,29,0.0862
ENT-002392,PHONE,Rajasthan,ENT-REF-979044,58,0.0378
ENT-002393,PHONE,Uttar Pradesh,ENT-REF-488592,47,0.0781
ENT-002394,BENEFICIARY,Tamil Nadu,ENT-REF-349205,39,0.1253
ENT-002395,ACCOUNT,West Bengal,ENT-REF-948523,6,0.0569
ENT-002396,MERCHANT,Madhya Pradesh,ENT-REF-134585,26,0.2218
ENT-002397,ACCOUNT,Maharashtra,ENT-REF-327071,36,0.167
ENT-002398,ACCOUNT,Madhya Pradesh,ENT-REF-639756,61,0.5266
ENT-002399,ACCOUNT,Delhi,ENT-REF-375909,25,0.1501
ENT-002400,PHONE,West Bengal,ENT-REF-230524,17,0.0417
ENT-002401,BENEFICIARY,Tamil Nadu,ENT-REF-690469,36,0.018
ENT-002402,ACCOUNT,Rajasthan,ENT-REF-849439,77,0.1225
ENT-002403,BENEFICIARY,Rajasthan,ENT-REF-854228,12,0.2365
ENT-002404,ACCOUNT,Uttar Pradesh,ENT-REF-177258,51,0.1646
ENT-002405,PHONE,Rajasthan,ENT-REF-107088,66,0.0221
ENT-002406,MERCHANT,Tamil Nadu,ENT-REF-374035,74,0.4219
ENT-002407,PHONE,Maharashtra,ENT-REF-271653,19,0.4278
ENT-002408,BENEFICIARY,Uttar Pradesh,ENT-REF-100654,56,0.1936
ENT-002409,ACCOUNT,Telangana,ENT-REF-188762,58,0.104
ENT-002410,ACCOUNT,Tamil Nadu,ENT-REF-746650,65,0.3504
ENT-002411,MERCHANT,Tamil Nadu,ENT-REF-318396,45,0.0262
ENT-002412,MERCHANT,Madhya Pradesh,ENT-REF-526867,46,0.0743
ENT-002413,BENEFICIARY,Delhi,ENT-REF-324778,6,0.1126
ENT-002414,DEVICE,Madhya Pradesh,ENT-REF-442320,65,0.2612
ENT-002415,PHONE,Uttar Pradesh,ENT-REF-231955,74,0.2496
ENT-002416,PHONE,Rajasthan,ENT-REF-495751,26,0.6193
ENT-002417,ACCOUNT,Madhya Pradesh,ENT-REF-883530,64,0.2072
ENT-002418,BENEFICIARY,Karnataka,ENT-REF-899441,8,0.0783
ENT-002419,BENEFICIARY,Maharashtra,ENT-REF-774311,72,0.1717
ENT-002420,ACCOUNT,Telangana,ENT-REF-398970,59,0.3728
ENT-002421,ACCOUNT,Uttar Pradesh,ENT-REF-420487,41,0.017
ENT-002422,WALLET,Rajasthan,ENT-REF-821981,57,0.3052
ENT-002423,ACCOUNT,Delhi,ENT-REF-167271,36,0.0354
ENT-002424,WALLET,Delhi,ENT-REF-400181,74,0.1005
ENT-002425,ACCOUNT,Maharashtra,ENT-REF-519804,41,0.0759
ENT-002426,DEVICE,Tamil Nadu,ENT-REF-273254,34,0.0522
ENT-002427,MERCHANT,West Bengal,ENT-REF-590138,8,0.1757
ENT-002428,BENEFICIARY,Madhya Pradesh,ENT-REF-698984,52,0.4829
ENT-002429,BENEFICIARY,West Bengal,ENT-REF-102829,6,0.1491
ENT-002430,BENEFICIARY,Telangana,ENT-REF-794868,56,0.1253
ENT-002431,WALLET,Rajasthan,ENT-REF-448660,8,0.3186
ENT-002432,PHONE,Delhi,ENT-REF-730941,48,0.3612
ENT-002433,ACCOUNT,Karnataka,ENT-REF-306767,53,0.1434
ENT-002434,PHONE,Maharashtra,ENT-REF-243394,7,0.1542
ENT-002435,BENEFICIARY,Maharashtra,ENT-REF-672745,36,0.0879
ENT-002436,DEVICE,Bihar,ENT-REF-705760,14,0.1612
ENT-002437,ACCOUNT,Delhi,ENT-REF-692014,8,0.1902
ENT-002438,ACCOUNT,Bihar,ENT-REF-960275,31,0.0749
ENT-002439,ACCOUNT,West Bengal,ENT-REF-453136,53,0.0413
ENT-002440,MERCHANT,Madhya Pradesh,ENT-REF-167698,36,0.1709
ENT-002441,ACCOUNT,Delhi,ENT-REF-185798,46,0.0155
ENT-002442,MERCHANT,Madhya Pradesh,ENT-REF-679929,79,0.1159
ENT-002443,ACCOUNT,Maharashtra,ENT-REF-609854,34,0.1163
ENT-002444,MERCHANT,Uttar Pradesh,ENT-REF-952185,52,0.3379
ENT-002445,DEVICE,Bihar,ENT-REF-519296,21,0.3085
ENT-002446,ACCOUNT,Karnataka,ENT-REF-981322,17,0.044
ENT-002447,ACCOUNT,Uttar Pradesh,ENT-REF-490807,40,0.3182
ENT-002448,BENEFICIARY,Delhi,ENT-REF-605873,63,0.0647
ENT-002449,PHONE,Telangana,ENT-REF-985677,61,0.1549
ENT-002450,PHONE,Karnataka,ENT-REF-907394,47,0.2362
ENT-002451,DEVICE,Rajasthan,ENT-REF-717513,24,0.5512
